hour,day_of_week,month,is_weekend,is_rush_hour,weather,temperature,precipitation,road_construction,accident,traffic_volume,speed,congestion_level,travel_time
18,2,4,0,1,Cloudy,11.3,0.0,0,0,868,10.0,3,60.0
19,2,4,0,1,Rain,8.7,0.63,0,0,1003,10.0,3,60.0
20,2,4,0,0,Snow,8.6,0.07,0,0,372,34.4,2,17.4
21,2,4,0,0,Snow,7.8,0.22,0,0,420,55.7,0,10.8
22,2,4,0,0,Cloudy,23.8,0.0,0,0,471,45.1,1,13.3
23,2,4,0,0,Fog,13.5,0.0,0,0,498,25.4,2,23.6
0,3,4,0,0,Fog,7.9,0.0,0,0,463,43.4,1,13.8
1,3,4,0,0,Fog,19.5,0.0,0,0,469,46.1,1,13.0
2,3,4,0,0,Cloudy,21.2,0.0,0,0,481,66.4,0,9.0
3,3,4,0,0,Snow,25.6,0.34,0,0,395,31.8,2,18.9
4,3,4,0,0,Cloudy,9.6,0.0,0,0,541,64.0,0,9.4
5,3,4,0,0,Snow,21.7,0.64,0,0,386,22.6,2,26.5
6,3,4,0,0,Clear,18.3,0.0,0,0,466,53.3,0,11.3
7,3,4,0,1,Snow,34.3,0.2,0,0,854,10.0,3,60.0
8,3,4,0,1,Rain,18.7,0.09,0,0,869,10.0,3,60.0
9,3,4,0,1,Clear,23.2,0.0,0,0,1003,29.6,2,20.3
10,3,4,0,0,Clear,19.6,0.0,0,0,483,59.9,0,10.0
11,3,4,0,0,Clear,15.8,0.0,0,0,398,60.1,0,10.0
12,3,4,0,0,Fog,16.8,0.0,0,0,452,65.0,0,9.2
13,3,4,0,0,Clear,26.7,0.0,0,0,622,68.3,0,8.8
14,3,4,0,0,Clear,13.6,0.0,0,0,455,55.1,0,10.9
15,3,4,0,0,Cloudy,13.3,0.0,0,0,505,44.6,1,13.4
16,3,4,0,0,Rain,26.5,0.11,0,0,436,62.0,0,9.7
17,3,4,0,1,Fog,24.9,0.0,0,0,968,10.0,3,60.0
18,3,4,0,1,Clear,30.7,0.0,1,0,818,25.7,2,23.4
19,3,4,0,1,Rain,27.0,0.3,0,0,908,31.4,2,19.1
20,3,4,0,0,Fog,16.6,0.0,0,0,444,54.0,0,11.1
21,3,4,0,0,Cloudy,21.1,0.0,0,0,501,52.3,0,11.5
22,3,4,0,0,Snow,21.0,0.01,0,0,292,55.5,0,10.8
23,3,4,0,0,Clear,14.5,0.0,0,0,406,80.4,0,7.5
0,4,4,0,0,Rain,10.0,0.24,0,0,328,31.5,2,19.1
1,4,4,0,0,Snow,8.2,0.94,0,0,514,13.6,3,44.0
2,4,4,0,0,Fog,27.6,0.0,0,0,458,65.7,0,9.1
3,4,4,0,0,Snow,21.4,0.76,0,0,482,31.8,2,18.9
4,4,4,0,0,Snow,14.3,0.09,0,0,432,41.0,1,14.6
5,4,4,0,0,Clear,19.6,0.0,0,0,537,39.9,1,15.1
6,4,4,0,0,Cloudy,23.3,0.0,0,0,486,51.6,0,11.6
7,4,4,0,1,Fog,12.6,0.0,0,0,1159,10.0,3,60.0
8,4,4,0,1,Rain,13.0,0.09,0,0,937,10.0,3,60.0
9,4,4,0,1,Cloudy,27.6,0.0,0,0,1070,10.0,3,60.0
10,4,4,0,0,Fog,13.6,0.0,0,0,521,45.4,1,13.2
11,4,4,0,0,Fog,14.7,0.0,0,0,490,59.5,0,10.1
12,4,4,0,0,Clear,27.0,0.0,0,0,540,76.1,0,7.9
13,4,4,0,0,Snow,29.0,0.01,0,0,479,27.9,2,21.5
14,4,4,0,0,Rain,24.4,0.15,0,0,419,60.1,0,10.0
15,4,4,0,0,Cloudy,26.5,0.0,0,0,490,65.5,0,9.2
16,4,4,0,0,Clear,19.8,0.0,1,0,451,52.7,0,11.4
17,4,4,0,1,Rain,27.0,0.16,0,0,1054,10.0,3,60.0
18,4,4,0,1,Clear,17.5,0.0,0,0,1013,33.0,2,18.2
19,4,4,0,1,Clear,26.7,0.0,0,0,1147,30.8,2,19.5
20,4,4,0,0,Fog,17.0,0.0,0,0,438,48.3,1,12.4
21,4,4,0,0,Fog,34.4,0.0,0,0,508,51.1,0,11.7
22,4,4,0,0,Cloudy,36.4,0.0,0,0,428,47.1,1,12.7
23,4,4,0,0,Snow,3.8,0.59,0,0,428,52.1,0,11.5
0,5,4,1,0,Snow,17.7,0.12,0,0,297,46.0,1,13.1
1,5,4,1,0,Clear,20.0,0.0,0,0,405,43.3,1,13.9
2,5,4,1,0,Fog,47.1,0.0,0,0,408,47.1,1,12.7
3,5,4,1,0,Rain,26.2,0.27,0,0,100,44.2,1,13.6
4,5,4,1,0,Snow,26.4,0.78,0,0,259,46.3,1,13.0
5,5,4,1,0,Fog,33.9,0.0,0,0,366,56.2,0,10.7
6,5,4,1,0,Snow,28.1,1.57,0,0,224,56.0,0,10.7
7,5,4,1,1,Rain,36.3,0.31,0,0,484,22.0,2,27.2
8,5,4,1,1,Cloudy,33.1,0.0,0,0,820,10.0,3,60.0
9,5,4,1,1,Clear,26.1,0.0,0,0,901,10.0,3,60.0
10,5,4,1,0,Rain,46.0,0.74,0,0,100,39.2,1,15.3
11,5,4,1,0,Cloudy,37.4,0.0,0,0,413,50.9,0,11.8
12,5,4,1,0,Cloudy,23.4,0.0,0,0,348,53.6,0,11.2
13,5,4,1,0,Clear,23.5,0.0,1,0,404,57.0,0,10.5
14,5,4,1,0,Fog,32.1,0.0,0,0,260,67.2,0,8.9
15,5,4,1,0,Clear,20.6,0.0,0,0,310,62.2,0,9.6
16,5,4,1,0,Cloudy,11.8,0.0,0,0,389,40.9,1,14.7
17,5,4,1,1,Fog,26.9,0.0,0,0,827,10.0,3,60.0
18,5,4,1,1,Rain,27.5,0.82,0,0,479,14.6,3,41.1
19,5,4,1,1,Fog,16.8,0.0,0,0,818,10.0,3,60.0
20,5,4,1,0,Cloudy,11.7,0.0,0,0,191,52.0,0,11.5
21,5,4,1,0,Clear,21.9,0.0,0,0,196,54.4,0,11.0
22,5,4,1,0,Snow,24.3,0.27,0,0,257,26.3,2,22.8
23,5,4,1,0,Clear,29.6,0.0,0,0,342,63.2,0,9.5
0,6,4,1,0,Fog,14.8,0.0,0,0,411,58.5,0,10.3
1,6,4,1,0,Rain,10.1,0.04,0,1,100,17.5,3,34.2
2,6,4,1,0,Clear,15.1,0.0,0,1,100,48.6,1,12.3
3,6,4,1,0,Clear,31.7,0.0,0,0,325,57.8,0,10.4
4,6,4,1,0,Clear,21.9,0.0,0,0,281,58.1,0,10.3
5,6,4,1,0,Fog,27.4,0.0,0,0,264,49.3,1,12.2
6,6,4,1,0,Clear,22.2,0.0,0,0,307,67.0,0,9.0
7,6,4,1,1,Snow,19.2,0.07,0,0,474,15.0,3,40.0
8,6,4,1,1,Cloudy,22.8,0.0,0,0,950,14.5,3,41.5
9,6,4,1,1,Cloudy,43.1,0.0,0,0,724,22.3,2,26.9
10,6,4,1,0,Snow,17.8,0.0,0,0,233,36.5,1,16.4
11,6,4,1,0,Fog,16.7,0.0,0,0,405,47.9,1,12.5
12,6,4,1,0,Clear,23.6,0.0,0,0,261,50.0,1,12.0
13,6,4,1,0,Snow,11.4,0.2,0,0,312,24.4,2,24.6
14,6,4,1,0,Cloudy,25.9,0.0,0,0,237,49.7,1,12.1
15,6,4,1,0,Clear,35.8,0.0,0,0,240,54.9,0,10.9
16,6,4,1,0,Clear,32.7,0.0,0,0,349,67.6,0,8.9
17,6,4,1,1,Rain,31.7,0.13,0,0,804,31.0,2,19.3
18,6,4,1,1,Fog,48.7,0.0,0,0,955,26.2,2,22.9
19,6,4,1,1,Clear,16.5,0.0,0,0,783,52.3,0,11.5
20,6,4,1,0,Clear,14.2,0.0,0,0,247,46.8,1,12.8
21,6,4,1,0,Fog,17.6,0.0,0,0,346,41.4,1,14.5
22,6,4,1,0,Cloudy,21.4,0.0,0,0,358,71.7,0,8.4
23,6,4,1,0,Rain,3.4,0.19,0,0,179,61.3,0,9.8
0,0,4,0,0,Fog,17.9,0.0,0,0,566,49.7,1,12.1
1,0,4,0,0,Rain,-0.1,0.85,0,0,310,44.1,1,13.6
2,0,4,0,0,Clear,5.1,0.0,0,0,444,63.9,0,9.4
3,0,4,0,0,Fog,8.3,0.0,0,0,556,54.3,0,11.1
4,0,4,0,0,Clear,20.9,0.0,0,0,486,67.7,0,8.9
5,0,4,0,0,Fog,27.8,0.0,0,0,517,60.6,0,9.9
6,0,4,0,0,Snow,17.9,0.35,1,0,432,31.3,2,19.2
7,0,4,0,1,Cloudy,17.6,0.0,0,0,803,10.0,3,60.0
8,0,4,0,1,Cloudy,23.0,0.0,0,0,930,22.0,2,27.3
9,0,4,0,1,Fog,27.4,0.0,0,0,1160,17.0,3,35.3
10,0,4,0,0,Rain,25.3,0.05,0,0,276,50.1,0,12.0
11,0,4,0,0,Snow,5.2,0.72,0,0,292,48.9,1,12.3
12,0,4,0,0,Clear,29.1,0.0,0,0,496,66.9,0,9.0
13,0,4,0,0,Fog,-5.0,0.0,1,0,365,32.2,2,18.6
14,0,4,0,0,Cloudy,21.5,0.0,0,0,577,48.7,1,12.3
15,0,4,0,0,Fog,11.5,0.0,0,0,504,47.1,1,12.7
16,0,4,0,0,Cloudy,14.5,0.0,0,0,479,73.1,0,8.2
17,0,4,0,1,Cloudy,31.2,0.0,0,0,1013,29.5,2,20.3
18,0,4,0,1,Snow,25.1,0.18,0,0,898,10.0,3,60.0
19,0,4,0,1,Fog,6.1,0.0,0,0,1186,35.0,2,17.1
20,0,4,0,0,Clear,19.6,0.0,0,0,608,60.9,0,9.9
21,0,4,0,0,Cloudy,16.2,0.0,1,0,468,76.4,0,7.9
22,0,4,0,0,Fog,12.2,0.0,0,0,537,38.4,1,15.6
23,0,4,0,0,Rain,15.4,0.23,0,0,381,56.1,0,10.7
0,1,4,0,0,Snow,33.4,0.64,0,0,353,36.5,1,16.5
1,1,4,0,0,Cloudy,14.9,0.0,0,0,504,63.2,0,9.5
2,1,4,0,0,Cloudy,10.1,0.0,0,0,536,60.9,0,9.9
3,1,4,0,0,Clear,2.8,0.0,0,0,454,55.0,0,10.9
4,1,4,0,0,Clear,19.3,0.0,0,0,594,62.4,0,9.6
5,1,4,0,0,Cloudy,11.6,0.0,0,0,511,56.5,0,10.6
6,1,4,0,0,Cloudy,23.2,0.0,0,0,529,72.1,0,8.3
7,1,4,0,1,Rain,19.8,0.46,0,0,841,10.0,3,60.0
8,1,4,0,1,Snow,14.4,0.01,0,0,923,10.0,3,60.0
9,1,4,0,1,Fog,11.6,0.0,0,0,1112,26.8,2,22.4
10,1,4,0,0,Cloudy,19.7,0.0,0,0,475,58.3,0,10.3
11,1,4,0,0,Cloudy,27.1,0.0,0,0,564,65.7,0,9.1
12,1,4,0,0,Fog,21.0,0.0,0,0,575,38.9,1,15.4
13,1,4,0,0,Snow,30.3,1.1,0,0,347,34.5,2,17.4
14,1,4,0,0,Rain,5.6,0.13,0,1,206,35.2,1,17.0
15,1,4,0,0,Snow,29.8,0.32,0,0,484,35.0,1,17.1
16,1,4,0,0,Clear,17.8,0.0,0,0,450,59.7,0,10.0
17,1,4,0,1,Rain,-1.6,0.31,0,0,837,10.0,3,60.0
18,1,4,0,1,Cloudy,3.7,0.0,0,0,976,10.0,3,60.0
19,1,4,0,1,Cloudy,35.0,0.0,0,0,894,29.9,2,20.1
20,1,4,0,0,Snow,16.7,0.25,0,0,455,51.8,0,11.6
21,1,4,0,0,Fog,6.9,0.0,0,0,560,49.8,1,12.0
22,1,4,0,0,Cloudy,19.4,0.0,0,0,503,63.4,0,9.5
23,1,4,0,0,Clear,10.4,0.0,0,1,236,32.7,2,18.3
0,2,4,0,0,Snow,21.8,0.72,0,0,402,35.7,1,16.8
1,2,4,0,0,Clear,12.9,0.0,0,0,435,60.8,0,9.9
2,2,4,0,0,Clear,9.2,0.0,0,0,441,55.8,0,10.8
3,2,4,0,0,Cloudy,15.1,0.0,0,0,473,64.7,0,9.3
4,2,4,0,0,Fog,20.8,0.0,0,0,486,51.8,0,11.6
5,2,4,0,0,Rain,10.1,1.18,1,0,384,64.7,0,9.3
6,2,4,0,0,Snow,24.3,0.05,0,0,276,51.6,0,11.6
7,2,4,0,1,Clear,29.3,0.0,0,0,949,10.0,3,60.0
8,2,4,0,1,Snow,29.5,0.11,0,0,839,10.0,3,60.0
9,2,4,0,1,Rain,2.8,0.2,0,0,910,27.4,2,21.9
10,2,4,0,0,Clear,23.6,0.0,0,0,567,53.0,0,11.3
11,2,4,0,0,Rain,31.4,0.89,1,0,465,32.7,2,18.3
12,2,4,0,0,Rain,18.7,0.19,0,0,322,52.4,0,11.4
13,2,4,0,0,Cloudy,14.8,0.0,0,0,447,68.5,0,8.8
14,2,4,0,0,Clear,19.0,0.0,0,0,476,60.4,0,9.9
15,2,4,0,0,Clear,46.4,0.0,0,0,558,71.6,0,8.4
16,2,4,0,0,Fog,24.4,0.0,0,0,508,23.0,2,26.0
17,2,4,0,1,Clear,13.2,0.0,0,0,1157,10.0,3,60.0
18,2,4,0,1,Fog,8.4,0.0,0,0,933,10.0,3,60.0
19,2,4,0,1,Fog,28.2,0.0,0,0,906,10.0,3,60.0
20,2,4,0,0,Cloudy,10.4,0.0,0,0,403,42.4,1,14.1
21,2,4,0,0,Clear,7.3,0.0,0,0,456,58.4,0,10.3
22,2,4,0,0,Rain,9.9,0.37,0,0,439,43.2,1,13.9
23,2,4,0,0,Rain,40.2,1.91,0,0,410,56.9,0,10.6
0,3,4,0,0,Fog,28.8,0.0,0,0,453,51.2,0,11.7
1,3,4,0,0,Cloudy,22.8,0.0,0,0,486,65.9,0,9.1
2,3,4,0,0,Clear,22.8,0.0,0,0,592,44.7,1,13.4
3,3,4,0,0,Cloudy,18.8,0.0,0,0,455,66.0,0,9.1
4,3,4,0,0,Snow,3.8,1.56,0,0,387,38.1,1,15.8
5,3,4,0,0,Fog,5.2,0.0,0,0,497,34.2,2,17.6
6,3,4,0,0,Fog,23.9,0.0,0,0,534,31.7,2,18.9
7,3,4,0,1,Snow,21.6,0.59,0,0,886,10.0,3,60.0
8,3,4,0,1,Rain,15.0,0.22,0,0,963,10.0,3,60.0
9,3,4,0,1,Fog,22.0,0.0,0,0,918,10.0,3,60.0
10,3,4,0,0,Fog,14.9,0.0,0,0,360,40.4,1,14.9
11,3,4,0,0,Snow,27.9,0.33,0,0,534,48.2,1,12.4
12,3,4,0,0,Fog,12.5,0.0,0,0,494,36.6,1,16.4
13,3,4,0,0,Clear,32.6,0.0,0,0,513,52.2,0,11.5
14,3,4,0,0,Fog,15.3,0.0,0,0,556,58.0,0,10.3
15,3,4,0,0,Snow,35.3,0.23,0,0,388,52.2,0,11.5
16,3,4,0,0,Fog,21.0,0.0,0,0,500,27.7,2,21.6
17,3,4,0,1,Snow,19.7,0.36,0,0,1026,10.0,3,60.0
18,3,4,0,1,Rain,26.8,0.15,0,1,967,10.0,3,60.0
19,3,4,0,1,Clear,17.4,0.0,0,0,1090,18.0,3,33.4
20,3,4,0,0,Rain,13.6,0.68,0,0,362,74.1,0,8.1
21,3,4,0,0,Fog,20.8,0.0,0,0,308,57.4,0,10.5
22,3,4,0,0,Snow,14.6,0.09,0,0,409,44.3,1,13.6
23,3,4,0,0,Clear,12.9,0.0,0,0,587,74.2,0,8.1
0,4,4,0,0,Cloudy,24.0,0.0,0,0,476,53.2,0,11.3
1,4,4,0,0,Rain,27.4,0.17,0,0,345,54.4,0,11.0
2,4,4,0,0,Clear,34.9,0.0,0,0,398,57.8,0,10.4
3,4,4,0,0,Snow,6.7,0.46,0,0,411,35.2,1,17.0
4,4,4,0,0,Clear,15.3,0.0,0,0,546,57.4,0,10.4
5,4,4,0,0,Snow,22.5,0.04,1,0,359,67.9,0,8.8
6,4,4,0,0,Clear,17.5,0.0,0,0,537,60.1,0,10.0
7,4,4,0,1,Rain,1.5,0.3,0,0,926,10.0,3,60.0
8,4,4,0,1,Fog,25.9,0.0,0,0,1157,10.0,3,60.0
9,4,4,0,1,Fog,35.4,0.0,0,0,994,10.1,3,59.4
10,4,4,0,0,Fog,3.6,0.0,0,0,487,46.5,1,12.9
11,4,4,0,0,Snow,19.6,0.37,1,0,569,45.8,1,13.1
12,4,4,0,0,Cloudy,15.9,0.0,0,0,447,41.2,1,14.6
13,4,4,0,0,Cloudy,9.7,0.0,0,0,506,74.3,0,8.1
14,4,4,0,0,Rain,31.2,0.82,0,0,448,49.0,1,12.2
15,4,4,0,0,Fog,13.1,0.0,0,0,412,47.5,1,12.6
16,4,4,0,0,Clear,19.8,0.0,0,0,468,47.1,1,12.7
17,4,4,0,1,Snow,12.5,0.59,0,0,840,10.0,3,60.0
18,4,4,0,1,Clear,5.2,0.0,0,0,1012,15.7,3,38.3
19,4,4,0,1,Clear,16.1,0.0,0,0,952,30.8,2,19.5
20,4,4,0,0,Rain,44.6,0.18,0,0,420,58.3,0,10.3
21,4,4,0,0,Fog,13.7,0.0,0,0,424,18.9,3,31.7
22,4,4,0,0,Snow,38.4,0.16,0,0,363,49.5,1,12.1
23,4,4,0,0,Clear,9.8,0.0,0,0,468,40.9,1,14.7
0,5,4,1,0,Rain,19.1,0.48,0,0,255,69.7,0,8.6
1,5,4,1,0,Rain,23.1,0.61,0,0,386,51.8,0,11.6
2,5,4,1,0,Rain,18.1,0.27,0,0,272,51.6,0,11.6
3,5,4,1,0,Snow,34.7,0.04,0,0,244,50.0,1,12.0
4,5,4,1,0,Cloudy,5.8,0.0,0,0,352,53.6,0,11.2
5,5,4,1,0,Rain,17.3,0.41,0,0,172,49.5,1,12.1
6,5,4,1,0,Cloudy,34.5,0.0,0,0,381,62.9,0,9.5
7,5,4,1,1,Fog,21.9,0.0,0,0,755,12.9,3,46.5
8,5,4,1,1,Clear,15.9,0.0,0,0,960,23.7,2,25.3
9,5,4,1,1,Rain,8.1,0.26,0,0,878,19.4,3,30.9
10,5,4,1,0,Cloudy,20.7,0.0,0,0,340,58.4,0,10.3
11,5,4,1,0,Rain,17.6,0.02,0,1,133,15.6,3,38.4
12,5,4,1,0,Fog,27.5,0.0,0,0,329,66.6,0,9.0
13,5,4,1,0,Clear,32.2,0.0,0,0,321,68.1,0,8.8
14,5,4,1,0,Fog,27.2,0.0,0,0,355,39.6,1,15.1
15,5,4,1,0,Fog,32.1,0.0,0,0,245,49.6,1,12.1
16,5,4,1,0,Cloudy,34.0,0.0,0,0,484,54.7,0,11.0
17,5,4,1,1,Clear,17.8,0.0,0,0,593,47.0,1,12.8
18,5,4,1,1,Rain,23.8,0.49,0,0,765,17.9,3,33.5
19,5,4,1,1,Snow,14.4,0.98,0,0,601,48.3,1,12.4
20,5,4,1,0,Cloudy,12.1,0.0,0,0,231,46.1,1,13.0
21,5,4,1,0,Snow,18.8,0.12,0,0,235,50.6,0,11.9
22,5,4,1,0,Cloudy,6.8,0.0,0,0,216,68.8,0,8.7
23,5,4,1,0,Fog,23.5,0.0,0,0,285,44.8,1,13.4
0,6,4,1,0,Snow,36.3,0.08,0,0,261,25.3,2,23.7
1,6,4,1,0,Fog,4.0,0.0,0,0,320,44.2,1,13.6
2,6,4,1,0,Snow,15.4,0.17,0,0,201,47.1,1,12.7
3,6,4,1,0,Rain,22.3,1.64,0,0,294,54.5,0,11.0
4,6,4,1,0,Cloudy,5.4,0.0,0,0,322,86.5,0,6.9
5,6,4,1,0,Clear,31.9,0.0,0,0,231,67.2,0,8.9
6,6,4,1,0,Clear,5.8,0.0,0,0,261,59.3,0,10.1
7,6,4,1,1,Snow,25.5,0.7,0,0,869,13.0,3,46.3
8,6,4,1,1,Snow,29.3,0.32,0,0,805,10.0,3,60.0
9,6,4,1,1,Clear,21.8,0.0,0,0,1042,29.1,2,20.6
10,6,4,1,0,Clear,0.4,0.0,0,0,444,58.9,0,10.2
11,6,4,1,0,Snow,27.1,0.39,0,0,360,24.9,2,24.1
12,6,4,1,0,Rain,13.7,1.07,0,0,177,71.2,0,8.4
13,6,4,1,0,Rain,6.8,0.07,0,0,162,58.0,0,10.4
14,6,4,1,0,Snow,19.4,0.11,0,0,332,48.5,1,12.4
15,6,4,1,0,Cloudy,23.2,0.0,0,0,296,64.4,0,9.3
16,6,4,1,0,Snow,18.0,1.54,1,0,100,45.3,1,13.2
17,6,4,1,1,Rain,10.9,0.29,0,0,517,10.0,3,60.0
18,6,4,1,1,Clear,28.1,0.0,0,0,988,10.0,3,60.0
19,6,4,1,1,Clear,18.3,0.0,0,0,1139,18.3,3,32.8
20,6,4,1,0,Cloudy,8.6,0.0,0,0,334,47.7,1,12.6
21,6,4,1,0,Clear,17.9,0.0,0,0,468,72.5,0,8.3
22,6,4,1,0,Rain,40.4,0.06,0,0,231,35.4,1,16.9
23,6,4,1,0,Fog,24.5,0.0,0,0,311,40.8,1,14.7
0,0,4,0,0,Rain,9.0,0.36,0,0,463,54.4,0,11.0
1,0,4,0,0,Rain,26.8,0.25,0,0,323,26.4,2,22.7
2,0,4,0,0,Fog,24.6,0.0,0,0,445,53.9,0,11.1
3,0,4,0,0,Fog,16.2,0.0,0,0,530,64.0,0,9.4
4,0,4,0,0,Clear,7.9,0.0,0,0,472,59.2,0,10.1
5,0,4,0,0,Rain,35.4,0.13,0,0,338,44.8,1,13.4
6,0,4,0,0,Fog,12.9,0.0,0,0,536,20.0,3,30.0
7,0,4,0,1,Rain,34.3,0.43,0,0,921,11.7,3,51.4
8,0,4,0,1,Rain,39.1,0.41,0,0,686,10.0,3,60.0
9,0,4,0,1,Rain,24.2,0.52,0,0,897,10.0,3,60.0
10,0,4,0,0,Cloudy,32.7,0.0,0,0,451,58.9,0,10.2
11,0,4,0,0,Clear,14.4,0.0,0,0,451,67.4,0,8.9
12,0,4,0,0,Clear,25.4,0.0,0,0,560,42.2,1,14.2
13,0,4,0,0,Fog,30.6,0.0,0,0,625,39.5,1,15.2
14,0,4,0,0,Fog,39.0,0.0,0,0,487,41.3,1,14.5
15,0,4,0,0,Snow,16.9,0.12,0,0,416,43.6,1,13.8
16,0,4,0,0,Snow,28.5,0.61,0,0,358,34.7,2,17.3
17,0,4,0,1,Cloudy,22.3,0.0,0,0,907,39.9,1,15.0
18,0,4,0,1,Cloudy,13.7,0.0,0,0,993,10.0,3,60.0
19,0,4,0,1,Cloudy,22.0,0.0,1,0,928,10.0,3,60.0
20,0,4,0,0,Rain,2.6,0.72,0,0,380,50.3,0,11.9
21,0,4,0,0,Fog,12.7,0.0,0,0,487,47.9,1,12.5
22,0,4,0,0,Fog,32.8,0.0,0,0,470,61.1,0,9.8
23,0,4,0,0,Snow,31.4,0.71,0,0,398,63.0,0,9.5
0,1,4,0,0,Rain,23.3,0.11,0,0,472,50.6,0,11.8
1,1,4,0,0,Rain,-7.9,0.03,0,0,361,71.3,0,8.4
2,1,4,0,0,Rain,20.8,0.13,0,0,462,51.8,0,11.6
3,1,4,0,0,Snow,11.2,0.15,0,0,406,38.1,1,15.8
4,1,4,0,0,Rain,29.4,0.53,0,0,400,63.7,0,9.4
5,1,4,0,0,Clear,19.2,0.0,0,0,555,59.1,0,10.1
6,1,4,0,0,Rain,13.0,0.97,0,0,394,54.3,0,11.1
7,1,4,0,1,Snow,22.1,1.39,0,0,865,10.0,3,60.0
8,1,4,0,1,Cloudy,34.4,0.0,0,0,913,10.0,3,60.0
9,1,4,0,1,Clear,28.9,0.0,0,0,927,12.8,3,46.9
10,1,4,0,0,Rain,22.5,0.47,0,0,397,47.6,1,12.6
11,1,4,0,0,Clear,24.1,0.0,0,0,501,50.1,0,12.0
12,1,4,0,0,Snow,-2.6,0.03,0,0,386,47.6,1,12.6
13,1,4,0,0,Clear,38.1,0.0,0,0,524,57.5,0,10.4
14,1,4,0,0,Rain,15.3,0.39,0,0,345,41.0,1,14.6
15,1,4,0,0,Clear,17.9,0.0,0,0,573,43.6,1,13.8
16,1,4,0,0,Snow,39.4,0.03,0,1,285,12.5,3,48.1
17,1,4,0,1,Clear,14.3,0.0,0,0,1069,10.0,3,60.0
18,1,4,0,1,Fog,15.9,0.0,0,0,843,10.0,3,60.0
19,1,4,0,1,Snow,0.3,0.44,0,0,953,10.0,3,60.0
20,1,4,0,0,Clear,5.8,0.0,0,0,588,34.9,2,17.2
21,1,4,0,0,Cloudy,12.3,0.0,0,0,477,65.8,0,9.1
22,1,4,0,0,Cloudy,22.2,0.0,0,0,492,59.9,0,10.0
23,1,4,0,0,Clear,10.2,0.0,0,0,425,67.3,0,8.9
0,2,4,0,0,Snow,26.9,0.2,0,0,453,44.5,1,13.5
1,2,4,0,0,Fog,15.3,0.0,0,0,585,37.4,1,16.1
2,2,4,0,0,Cloudy,7.7,0.0,0,0,473,56.4,0,10.6
3,2,4,0,0,Snow,34.7,0.11,1,0,445,60.5,0,9.9
4,2,4,0,0,Cloudy,8.9,0.0,0,0,442,72.7,0,8.2
5,2,4,0,0,Cloudy,8.6,0.0,0,0,525,53.8,0,11.1
6,2,4,0,0,Clear,36.2,0.0,0,0,461,71.4,0,8.4
7,2,4,0,1,Rain,21.8,0.19,0,0,757,50.9,0,11.8
8,2,4,0,1,Rain,27.9,0.09,0,0,1043,10.0,3,60.0
9,2,4,0,1,Clear,8.7,0.0,0,0,1057,17.6,3,34.1
10,2,4,0,0,Snow,25.6,0.14,0,0,400,53.0,0,11.3
11,2,4,0,0,Snow,28.4,0.3,0,0,358,43.3,1,13.9
12,2,4,0,0,Clear,43.1,0.0,0,0,430,68.0,0,8.8
13,2,4,0,0,Clear,36.6,0.0,0,0,484,68.6,0,8.7
14,2,4,0,0,Fog,10.2,0.0,0,0,466,51.8,0,11.6
15,2,4,0,0,Clear,28.0,0.0,0,0,556,75.7,0,7.9
16,2,4,0,0,Snow,19.3,1.02,0,0,487,48.2,1,12.4
17,2,4,0,1,Cloudy,18.0,0.0,0,0,839,26.6,2,22.5
18,2,4,0,1,Clear,32.8,0.0,0,1,868,10.0,3,60.0
19,2,4,0,1,Snow,9.5,0.19,0,0,944,14.3,3,42.0
20,2,4,0,0,Fog,8.8,0.0,0,0,569,61.4,0,9.8
21,2,4,0,0,Cloudy,21.5,0.0,0,0,526,62.0,0,9.7
22,2,4,0,0,Cloudy,25.3,0.0,0,0,494,59.7,0,10.1
23,2,4,0,0,Clear,29.1,0.0,0,0,617,46.0,1,13.0
0,3,4,0,0,Snow,19.0,0.89,0,0,328,52.5,0,11.4
1,3,4,0,0,Cloudy,26.5,0.0,0,0,507,65.7,0,9.1
2,3,4,0,0,Fog,22.5,0.0,0,0,493,56.9,0,10.5
3,3,4,0,0,Snow,34.5,0.59,0,0,434,43.1,1,13.9
4,3,4,0,0,Fog,34.1,0.0,0,0,456,39.9,1,15.0
5,3,4,0,0,Clear,15.5,0.0,0,0,442,56.7,0,10.6
6,3,4,0,0,Cloudy,31.1,0.0,0,0,528,66.4,0,9.0
7,3,4,0,1,Clear,21.5,0.0,0,0,1206,10.0,3,60.0
8,3,4,0,1,Snow,16.9,0.99,0,0,1055,10.0,3,60.0
9,3,4,0,1,Rain,-1.0,0.38,0,0,842,10.0,3,60.0
10,3,4,0,0,Fog,15.5,0.0,0,0,493,49.9,1,12.0
11,3,4,0,0,Fog,1.2,0.0,0,0,422,38.6,1,15.5
12,3,4,0,0,Cloudy,22.1,0.0,0,0,488,74.8,0,8.0
13,3,4,0,0,Snow,5.2,0.63,0,0,434,42.8,1,14.0
14,3,4,0,0,Rain,2.6,0.52,0,1,218,10.0,3,60.0
15,3,4,0,0,Rain,17.3,0.32,0,0,433,34.4,2,17.4
16,3,4,0,0,Snow,25.5,2.27,0,0,408,56.2,0,10.7
17,3,4,0,1,Cloudy,16.2,0.0,0,0,1024,26.7,2,22.5
18,3,4,0,1,Cloudy,15.0,0.0,0,0,981,10.6,3,56.4
19,3,4,0,1,Rain,34.6,0.17,0,0,812,14.8,3,40.6
